Date	Time	DT00233_1-2DHW_Actual_Temperature	DT00233_0DHW_setpoint	DT00209_0-1Outdoor_temperature_measured_value	DT00233_3-4DHW_cylinder_temperature	DT00048_0-1mains_voltage	DT00227_0.0Operation_State_Source__HEAT	DT00227_0.2Operation_State_Source__IDLE	DT00227_13System_Power	DT00228_23-24Appliance_Supply_Temperature	DT00022_0CH_switch_on_off	DT00231_0Circulation_pump_request	DT00233_17-19Number_of_starts_DHW	DT00233_14-16Total_working_time_DHW	DT00233_13.2DHW_status_info_2__Circulation_Pump_is_running	DT00233_12.6DHW_status_info_1___free	
17.07.2013	01:18:51	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:18:51	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:18:52	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:18:52	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:01	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:01	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:01	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:02	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:02	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:11	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:11	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:11	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:12	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:12	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:21	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:21	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:22	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:22	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:23	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:23	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:31	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:31	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:31	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:32	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:32	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:41	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:41	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:41	53.70	10	15.30	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:42	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:42	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:43	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:51	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:51	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:51	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:52	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:19:52	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:01	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:01	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:01	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:02	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:02	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:11	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:11	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:11	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:12	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:12	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:21	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:21	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:21	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:22	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:22	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:24	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:31	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:31	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:31	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:32	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:32	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:41	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:41	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:41	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:42	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:42	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:43	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:51	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:51	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:51	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:52	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:20:52	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:01	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:01	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:01	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:02	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:02	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:11	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:11	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:11	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:12	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:12	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:21	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:21	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:21	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:22	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:23	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:26	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:31	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:31	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:31	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:32	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:21:32	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:11	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:11	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:11	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:12	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:12	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:21	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:21	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:21	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:22	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:22	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:28	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:31	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:31	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:31	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:32	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:32	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:41	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:41	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:41	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:42	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:42	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:43	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:22:52	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:16	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:16	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:16	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:17	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:17	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:26	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:26	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:26	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:27	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:27	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:29	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:36	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:37	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:37	53.70	10	15.50	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:37	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:38	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:23:38	53.70	10	15.40	53.70	0.30	0	1	0	32.90		0	57	1243	0	0	
17.07.2013	01:24:50	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:24:51	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:24:51	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:24:52	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:24:52	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:01	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:01	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:02	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:02	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:03	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:11	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:11	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:12	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:12	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:13	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:21	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:21	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:22	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:22	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:22	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:31	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:31	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:32	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:32	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:33	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:35	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:41	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:42	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:42	53.70	10	15.40	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:43	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:43	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:43	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:51	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:51	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:51	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:52	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:25:52	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:01	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:01	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:01	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:02	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:02	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:11	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:11	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:11	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:12	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:12	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:21	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:21	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:21	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:22	53.70	10	15.30	53.70	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:22	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:31	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:31	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:31	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:32	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:32	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:37	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:41	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:41	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:42	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:42	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:42	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:43	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:52	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:52	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:52	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:53	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:26:53	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:02	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:02	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:02	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:03	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:03	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:12	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:12	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:12	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:13	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:13	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:22	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:22	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:22	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:23	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:23	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:32	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:32	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:32	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:33	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:33	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:40	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:42	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:42	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:42	53.60	10	15.30	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:43	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:43	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:44	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:52	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:52	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:52	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:53	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:27:53	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:02	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:02	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:02	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:03	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:03	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:12	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:12	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:12	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:13	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:13	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:22	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:22	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:22	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:23	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:23	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:32	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:32	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:32	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:33	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:33	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:42	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:42	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:42	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:43	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:43	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:44	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:44	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
17.07.2013	01:28:51	53.60	10	15.20	53.60	0.30	0	1	0	32.70		0	57	1243	0	0	
