Date	Time	DT00233_1-2DHW_Actual_Temperature	DT00233_0DHW_setpoint	DT00209_0-1Outdoor_temperature_measured_value	DT00233_3-4DHW_cylinder_temperature	DT00048_0-1mains_voltage	DT00227_0.0Operation_State_Source__HEAT	DT00227_0.2Operation_State_Source__IDLE	DT00227_13System_Power	DT00228_23-24Appliance_Supply_Temperature	DT00022_0CH_switch_on_off	DT00231_0Circulation_pump_request	DT00233_17-19Number_of_starts_DHW	DT00233_14-16Total_working_time_DHW	DT00233_13.2DHW_status_info_2__Circulation_Pump_is_running	DT00233_12.6DHW_status_info_1___free	
16.07.2013	23:57:12	54.50	10	17.10	54.50	0.30	0	1	0	34.50		0	57	1243	0	0	
16.07.2013	23:57:13	54.50	10	17.10	54.50	0.30	0	1	0	34.50		0	57	1243	0	0	
16.07.2013	23:57:13	54.50	10	17.10	54.50	0.30	0	1	0	34.50		0	57	1243	0	0	
16.07.2013	23:58:26	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:26	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:27	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:30	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:30	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:30	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:31	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:31	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:40	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:40	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:40	54.50	10	17.10	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:41	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:41	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:42	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:50	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:50	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:50	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:51	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:58:51	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:00	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:00	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:00	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:01	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:01	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:10	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:10	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:10	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:11	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:11	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:20	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:20	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:20	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:21	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:21	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:30	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:30	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:30	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:31	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:31	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:31	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:40	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:40	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:40	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:41	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:41	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:42	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:50	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:50	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:50	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:51	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
16.07.2013	23:59:51	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:00	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:00	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:00	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:01	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:01	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:10	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:10	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:10	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:11	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:11	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:20	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:20	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:20	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:21	54.50	10	17.00	54.50	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:21	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:30	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:30	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:30	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:31	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:31	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:32	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:40	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:40	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:40	54.40	10	17.00	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:41	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:41	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:42	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:50	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:50	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:50	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:51	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:00:51	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:00	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:00	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:00	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:01	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:01	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:10	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:10	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:10	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:11	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:11	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:20	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:20	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:20	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:21	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:21	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:31	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:31	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:31	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:32	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:32	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:35	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:41	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:41	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:41	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:42	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:42	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:43	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:43	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:43	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:44	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:44	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:01:44	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:30	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:31	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:31	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:31	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:32	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:37	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:41	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:41	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:41	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:42	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:42	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:42	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:50	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:51	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
17.07.2013	00:02:51	54.40	10	17.10	54.40	0.30	0	1	0	34.40		0	57	1243	0	0	
